_______________________________________
IBUTTON DATA DOWNLOAD
_______________________________________
Alphamach Inc.
101-2205 Bombardier, Ste-Julie, Qc J3E 2J9 CANADA
Tel: 450-466-3153
email: info@alphamach.com
www.alphamach.com


iButton Info
-----------------------------------------------------
iButton S/N:     3B0000005ABE2341
iButton Type:    DS1923
WeeButton Rev:   V12 R068


Mission Info
-----------------------------------------------------
Mission Init Date:                05-11-2019 10:50:01
Mission Start-up:                 05-11-2019 10:50:01
Download Date/Time:               05-11-2019 14:12:50
Temp. Sample Rate:                15
Hum. Sample Rate:                 15

Mission Running:                  False
Override Enable:                  False
Override Occurred:                False
Logs of present mission:           808
Log count:              47073

----------------- Data Download -------------------

Date                     Temp. (TEMP_CELSIUS)         Hum (%) 
05-11-2019 11:02:01         29,131                 29,624
05-11-2019 11:02:16         29,131                 29,791
05-11-2019 11:02:31         29,131                 29,791
05-11-2019 11:02:46         29,131                 29,958
05-11-2019 11:03:01         29,131                 29,289
05-11-2019 11:03:16         29,131                 30,459
05-11-2019 11:03:31         29,131                 29,958
05-11-2019 11:03:46         29,131                 32,122
05-11-2019 11:04:01         30,068                 41,561
05-11-2019 11:04:16         30,442                 35,907
05-11-2019 11:04:31         30,442                 32,453
05-11-2019 11:04:46         30,380                 31,458
05-11-2019 11:05:01         30,380                 31,292
05-11-2019 11:05:16         30,317                 31,458
05-11-2019 11:05:31         30,317                 32,287
05-11-2019 11:05:46         30,754                 37,210
05-11-2019 11:06:01         31,066                 36,233
05-11-2019 11:06:16         31,254                 38,022
05-11-2019 11:06:31         31,254                 36,070
05-11-2019 11:06:46         31,129                 36,070
05-11-2019 11:07:01         31,066                 34,925
05-11-2019 11:07:16         30,942                 35,089
05-11-2019 11:07:31         30,879                 35,252
05-11-2019 11:07:46         30,817                 34,432
05-11-2019 11:08:01         30,754                 34,432
05-11-2019 11:08:16         30,754                 35,743
05-11-2019 11:08:31         31,378                 38,022
05-11-2019 11:08:46         31,691                 31,624
05-11-2019 11:09:01         31,628                 30,292
05-11-2019 11:09:16         31,441                 30,792
05-11-2019 11:09:31         31,316                 29,289
05-11-2019 11:09:46         31,191                 29,791
05-11-2019 11:10:01         31,066                 29,456
05-11-2019 11:10:16         31,004                 28,954
05-11-2019 11:10:31         30,879                 29,121
05-11-2019 11:10:46         30,817                 28,954
05-11-2019 11:11:01         30,754                 29,289
05-11-2019 11:11:16         30,630                 29,456
05-11-2019 11:11:31         30,567                 28,954
05-11-2019 11:11:46         30,505                 29,958
05-11-2019 11:12:01         30,505                 29,289
05-11-2019 11:12:16         30,442                 28,954
05-11-2019 11:12:31         30,380                 28,450
05-11-2019 11:12:46         30,380                 28,618
05-11-2019 11:13:01         30,317                 29,289
05-11-2019 11:13:16         30,255                 29,289
05-11-2019 11:13:31         30,255                 28,618
05-11-2019 11:13:46         30,193                 28,786
05-11-2019 11:14:01         30,193                 29,289
05-11-2019 11:14:16         30,193                 29,289
05-11-2019 11:14:31         30,130                 29,121
05-11-2019 11:14:46         30,130                 29,456
05-11-2019 11:15:01         30,130                 29,624
05-11-2019 11:15:16         30,130                 29,289
05-11-2019 11:15:31         30,068                 29,121
05-11-2019 11:15:46         30,068                 29,456
05-11-2019 11:16:01         30,068                 29,289
05-11-2019 11:16:16         30,068                 29,289
05-11-2019 11:16:31         30,068                 29,289
05-11-2019 11:16:46         30,005                 29,121
05-11-2019 11:17:01         30,005                 29,624
05-11-2019 11:17:16         30,005                 29,289
05-11-2019 11:17:31         30,005                 29,624
05-11-2019 11:17:46         29,943                 29,121
05-11-2019 11:18:01         29,943                 29,958
05-11-2019 11:18:16         29,943                 29,624
05-11-2019 11:18:31         29,943                 29,456
05-11-2019 11:18:46         29,943                 29,791
05-11-2019 11:19:01         29,943                 29,121
05-11-2019 11:19:16         29,943                 29,456
05-11-2019 11:19:31         29,943                 29,624
05-11-2019 11:19:46         29,943                 29,791
05-11-2019 11:20:01         29,880                 29,121
05-11-2019 11:20:16         29,880                 29,456
05-11-2019 11:20:31         29,880                 29,624
05-11-2019 11:20:46         29,880                 29,456
05-11-2019 11:21:01         29,880                 29,289
05-11-2019 11:21:16         29,880                 29,791
05-11-2019 11:21:31         29,880                 29,791
05-11-2019 11:21:46         29,880                 29,958
05-11-2019 11:22:01         29,880                 29,456
05-11-2019 11:22:16         29,880                 29,456
05-11-2019 11:22:31         29,880                 29,289
05-11-2019 11:22:46         29,880                 29,624
05-11-2019 11:23:01         29,818                 29,121
05-11-2019 11:23:16         29,818                 29,456
05-11-2019 11:23:31         29,818                 29,456
05-11-2019 11:23:46         29,818                 28,954
05-11-2019 11:24:01         29,818                 29,456
05-11-2019 11:24:16         29,756                 29,456
05-11-2019 11:24:31         29,756                 29,456
05-11-2019 11:24:46         29,756                 29,121
05-11-2019 11:25:01         29,756                 29,121
05-11-2019 11:25:16         29,756                 29,456
05-11-2019 11:25:31         29,756                 29,791
05-11-2019 11:25:46         29,756                 29,624
05-11-2019 11:26:01         29,756                 29,121
05-11-2019 11:26:16         29,756                 29,791
05-11-2019 11:26:31         29,756                 30,125
05-11-2019 11:26:46         29,756                 29,456
05-11-2019 11:27:01         29,756                 29,456
05-11-2019 11:27:16         29,693                 29,958
05-11-2019 11:27:31         29,756                 29,958
05-11-2019 11:27:46         29,693                 29,791
05-11-2019 11:28:01         29,693                 29,456
05-11-2019 11:28:16         29,693                 29,791
05-11-2019 11:28:31         29,693                 29,791
05-11-2019 11:28:46         29,693                 29,289
05-11-2019 11:29:01         29,693                 29,624
05-11-2019 11:29:16         29,693                 29,289
05-11-2019 11:29:31         29,693                 29,456
05-11-2019 11:29:46         29,693                 29,791
05-11-2019 11:30:01         29,693                 29,791
05-11-2019 11:30:16         29,693                 29,624
05-11-2019 11:30:31         29,693                 29,791
05-11-2019 11:30:46         29,693                 29,456
05-11-2019 11:31:01         29,693                 29,289
05-11-2019 11:31:16         29,693                 29,456
05-11-2019 11:31:31         29,756                 29,289
05-11-2019 11:31:46         29,756                 29,456
05-11-2019 11:32:01         29,756                 29,121
05-11-2019 11:32:16         29,693                 29,456
05-11-2019 11:32:31         29,693                 29,456
05-11-2019 11:32:46         29,693                 29,624
05-11-2019 11:33:01         29,693                 29,289
05-11-2019 11:33:16         29,693                 29,289
05-11-2019 11:33:31         29,693                 29,791
05-11-2019 11:33:46         29,693                 29,289
05-11-2019 11:34:01         29,693                 29,958
05-11-2019 11:34:16         29,693                 29,456
05-11-2019 11:34:31         29,693                 29,624
05-11-2019 11:34:46         29,693                 29,624
05-11-2019 11:35:01         29,693                 29,456
05-11-2019 11:35:16         29,693                 29,958
05-11-2019 11:35:31         29,693                 29,456
05-11-2019 11:35:46         29,693                 29,624
05-11-2019 11:36:01         29,693                 29,456
05-11-2019 11:36:16         29,693                 29,624
05-11-2019 11:36:31         29,693                 29,456
05-11-2019 11:36:46         29,693                 29,624
05-11-2019 11:37:01         29,693                 29,289
05-11-2019 11:37:16         29,693                 29,791
05-11-2019 11:37:31         29,693                 29,456
05-11-2019 11:37:46         29,693                 29,456
05-11-2019 11:38:01         29,693                 29,456
05-11-2019 11:38:16         29,693                 29,121
05-11-2019 11:38:31         29,693                 30,292
05-11-2019 11:38:46         29,693                 29,456
05-11-2019 11:39:01         29,693                 29,456
05-11-2019 11:39:16         29,693                 29,624
05-11-2019 11:39:31         29,693                 29,456
05-11-2019 11:39:46         29,693                 29,289
05-11-2019 11:40:01         29,693                 29,624
05-11-2019 11:40:16         29,693                 29,456
05-11-2019 11:40:31         29,693                 29,958
05-11-2019 11:40:46         29,693                 29,624
05-11-2019 11:41:01         29,693                 29,456
05-11-2019 11:41:16         29,693                 30,125
05-11-2019 11:41:31         29,693                 29,456
05-11-2019 11:41:46         29,693                 29,958
05-11-2019 11:42:01         29,693                 29,791
05-11-2019 11:42:16         29,693                 29,624
05-11-2019 11:42:31         29,693                 29,289
05-11-2019 11:42:46         29,693                 29,624
05-11-2019 11:43:01         29,693                 29,624
05-11-2019 11:43:16         29,693                 29,289
05-11-2019 11:43:31         29,693                 29,624
05-11-2019 11:43:46         29,693                 29,791
05-11-2019 11:44:01         29,693                 29,289
05-11-2019 11:44:16         29,693                 29,624
05-11-2019 11:44:31         29,693                 29,289
05-11-2019 11:44:46         29,693                 29,289
05-11-2019 11:45:01         29,693                 29,456
05-11-2019 11:45:16         29,693                 29,121
05-11-2019 11:45:31         29,693                 29,289
05-11-2019 11:45:46         29,693                 29,121
05-11-2019 11:46:01         29,693                 29,624
05-11-2019 11:46:16         29,693                 29,624
05-11-2019 11:46:31         29,693                 29,289
05-11-2019 11:46:46         29,693                 29,456
05-11-2019 11:47:01         29,693                 29,624
05-11-2019 11:47:16         29,693                 29,624
05-11-2019 11:47:31         29,693                 29,624
05-11-2019 11:47:46         29,693                 29,958
05-11-2019 11:48:01         29,631                 30,292
05-11-2019 11:48:16         29,631                 30,959
05-11-2019 11:48:31         29,631                 30,125
05-11-2019 11:48:46         29,631                 30,292
05-11-2019 11:49:01         29,631                 30,125
05-11-2019 11:49:16         29,631                 29,289
05-11-2019 11:49:31         29,631                 29,624
05-11-2019 11:49:46         29,631                 29,958
05-11-2019 11:50:01         29,631                 29,456
05-11-2019 11:50:16         29,631                 29,791
05-11-2019 11:50:31         29,631                 29,289
05-11-2019 11:50:46         29,631                 29,624
05-11-2019 11:51:01         29,631                 29,289
05-11-2019 11:51:16         29,631                 29,456
05-11-2019 11:51:31         29,568                 29,958
05-11-2019 11:51:46         29,631                 29,958
05-11-2019 11:52:01         29,568                 29,456
05-11-2019 11:52:16         29,568                 29,121
05-11-2019 11:52:31         29,568                 29,624
05-11-2019 11:52:46         29,568                 29,958
05-11-2019 11:53:01         29,568                 29,958
05-11-2019 11:53:16         29,568                 29,289
05-11-2019 11:53:31         29,568                 29,624
05-11-2019 11:53:46         29,506                 29,958
05-11-2019 11:54:01         29,506                 29,456
05-11-2019 11:54:16         29,506                 29,791
05-11-2019 11:54:31         29,506                 29,121
05-11-2019 11:54:46         29,506                 29,624
05-11-2019 11:55:01         29,506                 29,289
05-11-2019 11:55:16         29,506                 29,456
05-11-2019 11:55:31         29,506                 29,456
05-11-2019 11:55:46         29,506                 29,958
05-11-2019 11:56:01         29,506                 29,456
05-11-2019 11:56:16         29,506                 29,958
05-11-2019 11:56:31         29,506                 28,954
05-11-2019 11:56:46         29,443                 29,624
05-11-2019 11:57:01         29,443                 29,289
05-11-2019 11:57:16         29,443                 29,958
05-11-2019 11:57:31         29,443                 28,618
05-11-2019 11:57:46         29,443                 28,954
05-11-2019 11:58:01         29,443                 29,289
05-11-2019 11:58:16         29,443                 28,954
05-11-2019 11:58:31         29,443                 29,456
05-11-2019 11:58:46         29,443                 30,125
05-11-2019 11:59:01         29,443                 29,624
05-11-2019 11:59:16         29,443                 30,125
05-11-2019 11:59:31         29,443                 30,459
05-11-2019 11:59:46         29,443                 30,292
05-11-2019 12:00:01         29,381                 29,791
05-11-2019 12:00:16         29,443                 30,125
05-11-2019 12:00:31         29,381                 29,791
05-11-2019 12:00:46         29,381                 30,125
05-11-2019 12:01:01         29,381                 29,958
05-11-2019 12:01:16         29,381                 29,791
05-11-2019 12:01:31         29,381                 29,624
05-11-2019 12:01:46         29,381                 29,289
05-11-2019 12:02:01         29,381                 29,624
05-11-2019 12:02:16         29,381                 29,289
05-11-2019 12:02:31         29,381                 30,125
05-11-2019 12:02:46         29,381                 30,292
05-11-2019 12:03:01         29,381                 29,958
05-11-2019 12:03:16         29,381                 30,626
05-11-2019 12:03:31         29,381                 30,125
05-11-2019 12:03:46         29,381                 30,125
05-11-2019 12:04:01         29,381                 30,459
05-11-2019 12:04:16         29,381                 29,958
05-11-2019 12:04:31         29,381                 30,459
05-11-2019 12:04:46         29,381                 30,792
05-11-2019 12:05:01         29,381                 29,791
05-11-2019 12:05:16         29,381                 30,292
05-11-2019 12:05:31         29,381                 31,125
05-11-2019 12:05:46         29,381                 30,459
05-11-2019 12:06:01         29,381                 32,453
05-11-2019 12:06:16         29,381                 31,956
05-11-2019 12:06:31         29,381                 30,626
05-11-2019 12:06:46         29,381                 29,791
05-11-2019 12:07:01         29,319                 30,626
05-11-2019 12:07:16         29,319                 30,125
05-11-2019 12:07:31         29,319                 30,125
05-11-2019 12:07:46         29,319                 29,121
05-11-2019 12:08:01         29,319                 29,456
05-11-2019 12:08:16         29,319                 29,624
05-11-2019 12:08:31         29,319                 29,456
05-11-2019 12:08:46         29,319                 29,289
05-11-2019 12:09:01         29,319                 29,456
05-11-2019 12:09:16         29,319                 29,624
05-11-2019 12:09:31         29,256                 30,292
05-11-2019 12:09:46         29,256                 29,624
05-11-2019 12:10:01         29,256                 29,791
05-11-2019 12:10:16         29,256                 29,958
05-11-2019 12:10:31         29,256                 29,624
05-11-2019 12:10:46         29,256                 30,125
05-11-2019 12:11:01         29,256                 30,459
05-11-2019 12:11:16         29,256                 29,121
05-11-2019 12:11:31         29,256                 29,121
05-11-2019 12:11:46         29,256                 29,121
05-11-2019 12:12:01         29,256                 28,618
05-11-2019 12:12:16         29,256                 29,289
05-11-2019 12:12:31         29,256                 30,292
05-11-2019 12:12:46         29,256                 30,125
05-11-2019 12:13:01         29,256                 30,125
05-11-2019 12:13:16         29,256                 29,624
05-11-2019 12:13:31         29,256                 29,958
05-11-2019 12:13:46         29,256                 29,624
05-11-2019 12:14:01         29,256                 29,289
05-11-2019 12:14:16         29,256                 29,624
05-11-2019 12:14:31         29,256                 29,289
05-11-2019 12:14:46         29,256                 28,786
05-11-2019 12:15:01         29,194                 29,289
05-11-2019 12:15:16         29,194                 28,618
05-11-2019 12:15:31         29,194                 28,450
05-11-2019 12:15:46         29,194                 28,618
05-11-2019 12:16:01         29,194                 28,786
05-11-2019 12:16:16         29,194                 28,618
05-11-2019 12:16:31         29,194                 28,450
05-11-2019 12:16:46         29,194                 28,954
05-11-2019 12:17:01         29,194                 28,450
05-11-2019 12:17:16         29,194                 28,282
05-11-2019 12:17:31         29,194                 28,954
05-11-2019 12:17:46         29,131                 28,450
05-11-2019 12:18:01         29,131                 28,618
05-11-2019 12:18:16         29,131                 28,282
05-11-2019 12:18:31         29,131                 28,282
05-11-2019 12:18:46         29,131                 28,450
05-11-2019 12:19:01         29,131                 28,450
05-11-2019 12:19:16         29,131                 28,618
05-11-2019 12:19:31         29,131                 28,786
05-11-2019 12:19:46         29,131                 28,954
05-11-2019 12:20:01         29,131                 28,954
05-11-2019 12:20:16         29,131                 29,456
05-11-2019 12:20:31         29,131                 28,786
05-11-2019 12:20:46         29,131                 28,786
05-11-2019 12:21:01         29,131                 28,954
05-11-2019 12:21:16         29,131                 28,450
05-11-2019 12:21:31         29,131                 28,450
05-11-2019 12:21:46         29,131                 28,114
05-11-2019 12:22:01         29,069                 28,786
05-11-2019 12:22:16         29,069                 28,114
05-11-2019 12:22:31         29,069                 28,954
05-11-2019 12:22:46         29,069                 28,618
05-11-2019 12:23:01         29,069                 28,114
05-11-2019 12:23:16         29,069                 27,945
05-11-2019 12:23:31         29,069                 27,609
05-11-2019 12:23:46         29,069                 27,945
05-11-2019 12:24:01         29,069                 28,450
05-11-2019 12:24:16         29,006                 27,945
05-11-2019 12:24:31         29,006                 28,282
05-11-2019 12:24:46         29,006                 27,945
05-11-2019 12:25:01         29,006                 28,114
05-11-2019 12:25:16         29,006                 27,777
05-11-2019 12:25:31         29,006                 28,114
05-11-2019 12:25:46         29,006                 27,609
05-11-2019 12:26:01         28,944                 28,282
05-11-2019 12:26:16         28,944                 28,114
05-11-2019 12:26:31         28,944                 27,777
05-11-2019 12:26:46         28,944                 27,945
05-11-2019 12:27:01         28,944                 28,114
05-11-2019 12:27:16         28,944                 27,777
05-11-2019 12:27:31         28,944                 27,777
05-11-2019 12:27:46         28,944                 27,945
05-11-2019 12:28:01         28,944                 27,945
05-11-2019 12:28:16         28,944                 28,114
05-11-2019 12:28:31         28,881                 27,777
05-11-2019 12:28:46         28,881                 28,114
05-11-2019 12:29:01         28,881                 28,114
05-11-2019 12:29:16         28,881                 28,282
05-11-2019 12:29:31         28,881                 27,945
05-11-2019 12:29:46         28,881                 27,777
05-11-2019 12:30:01         28,881                 27,945
05-11-2019 12:30:16         28,881                 28,282
05-11-2019 12:30:31         28,881                 28,114
05-11-2019 12:30:46         28,881                 28,282
05-11-2019 12:31:01         28,881                 27,777
05-11-2019 12:31:16         28,881                 28,282
05-11-2019 12:31:31         28,881                 27,777
05-11-2019 12:31:46         28,881                 27,777
05-11-2019 12:32:01         28,881                 27,777
05-11-2019 12:32:16         28,881                 28,114
05-11-2019 12:32:31         28,881                 27,777
05-11-2019 12:32:46         28,881                 27,777
05-11-2019 12:33:01         28,881                 28,618
05-11-2019 12:33:16         28,881                 28,114
05-11-2019 12:33:31         28,819                 27,609
05-11-2019 12:33:46         28,819                 27,777
05-11-2019 12:34:01         28,819                 27,609
05-11-2019 12:34:16         28,819                 27,945
05-11-2019 12:34:31         28,819                 27,777
05-11-2019 12:34:46         28,819                 27,945
05-11-2019 12:35:01         28,757                 27,945
05-11-2019 12:35:16         28,757                 28,114
05-11-2019 12:35:31         28,757                 28,282
05-11-2019 12:35:46         28,757                 28,114
05-11-2019 12:36:01         28,757                 27,271
05-11-2019 12:36:16         28,757                 28,114
05-11-2019 12:36:31         28,757                 27,609
05-11-2019 12:36:46         28,757                 28,282
05-11-2019 12:37:01         28,757                 28,114
05-11-2019 12:37:16         28,757                 27,777
05-11-2019 12:37:31         28,757                 28,114
05-11-2019 12:37:46         28,757                 27,777
05-11-2019 12:38:01         28,757                 28,114
05-11-2019 12:38:16         28,694                 27,777
05-11-2019 12:38:31         28,694                 27,609
05-11-2019 12:38:46         28,694                 28,450
05-11-2019 12:39:01         28,694                 27,777
05-11-2019 12:39:16         28,694                 27,945
05-11-2019 12:39:31         28,694                 28,282
05-11-2019 12:39:46         28,694                 27,777
05-11-2019 12:40:01         28,694                 28,618
05-11-2019 12:40:16         28,694                 28,282
05-11-2019 12:40:31         28,694                 27,945
05-11-2019 12:40:46         28,694                 28,450
05-11-2019 12:41:01         28,694                 28,282
05-11-2019 12:41:16         28,694                 27,271
05-11-2019 12:41:31         28,632                 27,440
05-11-2019 12:41:46         28,632                 27,271
05-11-2019 12:42:01         28,694                 27,777
05-11-2019 12:42:16         28,632                 28,114
05-11-2019 12:42:31         28,632                 27,777
05-11-2019 12:42:46         28,632                 27,945
05-11-2019 12:43:01         28,632                 27,777
05-11-2019 12:43:16         28,632                 27,777
05-11-2019 12:43:31         28,632                 28,282
05-11-2019 12:43:46         28,632                 28,618
05-11-2019 12:44:01         28,632                 28,450
05-11-2019 12:44:16         28,632                 28,450
05-11-2019 12:44:31         28,632                 27,777
05-11-2019 12:44:46         28,632                 27,777
05-11-2019 12:45:01         28,632                 28,114
05-11-2019 12:45:16         28,632                 27,440
05-11-2019 12:45:31         28,569                 27,609
05-11-2019 12:45:46         28,569                 27,945
05-11-2019 12:46:01         28,569                 27,777
05-11-2019 12:46:16         28,569                 27,777
05-11-2019 12:46:31         28,569                 28,282
05-11-2019 12:46:46         28,569                 27,777
05-11-2019 12:47:01         28,569                 27,945
05-11-2019 12:47:16         28,569                 27,609
05-11-2019 12:47:31         28,569                 27,440
05-11-2019 12:47:46         28,569                 27,440
05-11-2019 12:48:01         28,569                 27,271
05-11-2019 12:48:16         28,569                 27,102
05-11-2019 12:48:31         28,569                 28,114
05-11-2019 12:48:46         28,569                 27,271
05-11-2019 12:49:01         28,507                 27,609
05-11-2019 12:49:16         28,507                 27,440
05-11-2019 12:49:31         28,507                 27,102
05-11-2019 12:49:46         28,507                 27,777
05-11-2019 12:50:01         28,507                 27,609
05-11-2019 12:50:16         28,507                 27,609
05-11-2019 12:50:31         28,507                 27,777
05-11-2019 12:50:46         28,507                 27,102
05-11-2019 12:51:01         28,507                 27,271
05-11-2019 12:51:16         28,507                 27,609
05-11-2019 12:51:31         28,507                 27,102
05-11-2019 12:51:46         28,444                 27,271
05-11-2019 12:52:01         28,444                 27,271
05-11-2019 12:52:16         28,444                 27,440
05-11-2019 12:52:31         28,444                 27,440
05-11-2019 12:52:46         28,444                 27,440
05-11-2019 12:53:01         28,444                 27,609
05-11-2019 12:53:16         28,444                 27,609
05-11-2019 12:53:31         28,444                 27,777
05-11-2019 12:53:46         28,444                 27,609
05-11-2019 12:54:01         28,444                 27,271
05-11-2019 12:54:16         28,444                 27,440
05-11-2019 12:54:31         28,444                 27,777
05-11-2019 12:54:46         28,444                 27,440
05-11-2019 12:55:01         28,382                 28,282
05-11-2019 12:55:16         28,382                 27,609
05-11-2019 12:55:31         28,382                 27,440
05-11-2019 12:55:46         28,382                 27,777
05-11-2019 12:56:01         28,382                 27,609
05-11-2019 12:56:16         28,382                 28,114
05-11-2019 12:56:31         28,382                 28,114
05-11-2019 12:56:46         28,382                 28,114
05-11-2019 12:57:01         28,382                 28,282
05-11-2019 12:57:16         28,382                 28,114
05-11-2019 12:57:31         28,382                 28,282
05-11-2019 12:57:46         28,382                 27,777
05-11-2019 12:58:01         28,382                 27,945
05-11-2019 12:58:16         28,382                 27,777
05-11-2019 12:58:31         28,382                 27,440
05-11-2019 12:58:46         28,382                 27,945
05-11-2019 12:59:01         28,382                 27,609
05-11-2019 12:59:16         28,382                 27,945
05-11-2019 12:59:31         28,382                 27,945
05-11-2019 12:59:46         28,382                 28,282
05-11-2019 13:00:01         28,382                 27,271
05-11-2019 13:00:16         28,382                 27,777
05-11-2019 13:00:31         28,382                 27,609
05-11-2019 13:00:46         28,382                 27,945
05-11-2019 13:01:01         28,382                 28,114
05-11-2019 13:01:16         28,382                 28,282
05-11-2019 13:01:31         28,382                 27,945
05-11-2019 13:01:46         28,382                 28,114
05-11-2019 13:02:01         28,382                 28,450
05-11-2019 13:02:16         28,382                 27,945
05-11-2019 13:02:31         28,382                 28,114
05-11-2019 13:02:46         28,382                 28,450
05-11-2019 13:03:01         28,382                 27,945
05-11-2019 13:03:16         28,382                 28,450
05-11-2019 13:03:31         28,382                 28,114
05-11-2019 13:03:46         28,382                 28,618
05-11-2019 13:04:01         28,382                 28,114
05-11-2019 13:04:16         28,382                 28,282
05-11-2019 13:04:31         28,382                 28,282
05-11-2019 13:04:46         28,382                 28,282
05-11-2019 13:05:01         28,382                 27,777
05-11-2019 13:05:16         28,382                 28,282
05-11-2019 13:05:31         28,319                 27,777
05-11-2019 13:05:46         28,319                 27,945
05-11-2019 13:06:01         28,382                 28,114
05-11-2019 13:06:16         28,382                 28,114
05-11-2019 13:06:31         28,382                 28,618
05-11-2019 13:06:46         28,382                 28,618
05-11-2019 13:07:01         28,382                 28,114
05-11-2019 13:07:16         28,382                 27,945
05-11-2019 13:07:31         28,382                 28,786
05-11-2019 13:07:46         28,382                 28,618
05-11-2019 13:08:01         28,382                 28,450
05-11-2019 13:08:16         28,382                 28,618
05-11-2019 13:08:31         28,319                 28,786
05-11-2019 13:08:46         28,382                 28,282
05-11-2019 13:09:01         28,382                 28,282
05-11-2019 13:09:16         28,382                 28,450
05-11-2019 13:09:31         28,382                 28,282
05-11-2019 13:09:46         28,319                 28,282
05-11-2019 13:10:01         28,319                 28,450
05-11-2019 13:10:16         28,319                 28,618
05-11-2019 13:10:31         28,319                 28,786
05-11-2019 13:10:46         28,382                 28,618
05-11-2019 13:11:01         28,382                 28,450
05-11-2019 13:11:16         28,382                 28,450
05-11-2019 13:11:31         28,382                 27,945
05-11-2019 13:11:46         28,382                 28,282
05-11-2019 13:12:01         28,382                 28,450
05-11-2019 13:12:16         28,382                 28,282
05-11-2019 13:12:31         28,382                 28,618
05-11-2019 13:12:46         28,382                 28,618
05-11-2019 13:13:01         28,382                 28,618
05-11-2019 13:13:16         28,382                 27,777
05-11-2019 13:13:31         28,382                 28,450
05-11-2019 13:13:46         28,382                 28,450
05-11-2019 13:14:01         28,382                 28,282
05-11-2019 13:14:16         28,382                 28,786
05-11-2019 13:14:31         28,382                 28,786
05-11-2019 13:14:46         28,382                 28,450
05-11-2019 13:15:01         28,382                 28,618
05-11-2019 13:15:16         28,382                 28,786
05-11-2019 13:15:31         28,382                 28,282
05-11-2019 13:15:46         28,382                 28,282
05-11-2019 13:16:01         28,382                 28,114
05-11-2019 13:16:16         28,382                 28,450
05-11-2019 13:16:31         28,382                 28,282
05-11-2019 13:16:46         28,382                 28,450
05-11-2019 13:17:01         28,382                 28,114
05-11-2019 13:17:16         28,382                 27,945
05-11-2019 13:17:31         28,382                 28,114
05-11-2019 13:17:46         28,382                 27,777
05-11-2019 13:18:01         28,382                 28,114
05-11-2019 13:18:16         28,382                 27,777
05-11-2019 13:18:31         28,319                 27,945
05-11-2019 13:18:46         28,319                 28,282
05-11-2019 13:19:01         28,319                 27,609
05-11-2019 13:19:16         28,319                 27,609
05-11-2019 13:19:31         28,319                 27,945
05-11-2019 13:19:46         28,319                 27,945
05-11-2019 13:20:01         28,319                 27,945
05-11-2019 13:20:16         28,319                 28,282
