_______________________________________
IBUTTON DATA DOWNLOAD
_______________________________________
Alphamach Inc.
101-2205 Bombardier, Ste-Julie, Qc J3E 2J9 CANADA
Tel: 450-466-3153
email: info@alphamach.com
www.alphamach.com


iButton Info
-----------------------------------------------------
iButton S/N:     6B0000005AC6B541
iButton Type:    DS1923
WeeButton Rev:   V12 R068


Mission Info
-----------------------------------------------------
Mission Init Date:                05-11-2019 10:53:01
Mission Start-up:                 05-11-2019 10:53:01
Download Date/Time:               05-11-2019 13:19:59
Temp. Sample Rate:                15
Hum. Sample Rate:                 15

Mission Running:                  False
Override Enable:                  False
Override Occurred:                False
Logs of present mission:           598
Log count:              37872

----------------- Data Download -------------------

Date                     Temp. (TEMP_CELSIUS)         Hum (%) 
05-11-2019 12:25:46         28,999                 30,484
05-11-2019 12:26:01         28,999                 29,820
05-11-2019 12:26:16         28,999                 29,820
05-11-2019 12:26:31         28,999                 30,318
05-11-2019 12:26:46         28,999                 30,981
05-11-2019 12:27:01         28,999                 30,816
05-11-2019 12:27:16         28,999                 30,318
05-11-2019 12:27:31         28,936                 29,986
05-11-2019 12:27:46         28,936                 30,152
05-11-2019 12:28:01         28,936                 30,484
05-11-2019 12:28:16         28,936                 29,986
05-11-2019 12:28:31         28,936                 29,820
05-11-2019 12:28:46         28,936                 30,318
05-11-2019 12:29:01         28,936                 30,152
05-11-2019 12:29:16         28,874                 29,986
05-11-2019 12:29:31         28,874                 30,152
05-11-2019 12:29:46         28,874                 29,654
05-11-2019 12:30:01         28,874                 30,152
05-11-2019 12:30:16         28,874                 30,152
05-11-2019 12:30:31         28,874                 29,986
05-11-2019 12:30:46         28,874                 30,152
05-11-2019 12:31:01         28,874                 29,986
05-11-2019 12:31:16         28,874                 30,650
05-11-2019 12:31:31         28,874                 29,986
05-11-2019 12:31:46         28,874                 29,820
05-11-2019 12:32:01         28,811                 29,986
05-11-2019 12:32:16         28,811                 29,986
05-11-2019 12:32:31         28,811                 29,986
05-11-2019 12:32:46         28,811                 30,152
05-11-2019 12:33:01         28,811                 30,318
05-11-2019 12:33:16         28,811                 30,484
05-11-2019 12:33:31         28,811                 29,654
05-11-2019 12:33:46         28,811                 29,986
05-11-2019 12:34:01         28,811                 30,318
05-11-2019 12:34:16         28,811                 29,820
05-11-2019 12:34:31         28,811                 29,654
05-11-2019 12:34:46         28,811                 30,484
05-11-2019 12:35:01         28,811                 30,650
05-11-2019 12:35:16         28,811                 29,820
05-11-2019 12:35:31         28,811                 29,820
05-11-2019 12:35:46         28,811                 30,318
05-11-2019 12:36:01         28,811                 29,986
05-11-2019 12:36:16         28,811                 29,986
05-11-2019 12:36:31         28,749                 29,986
05-11-2019 12:36:46         28,749                 29,654
05-11-2019 12:37:01         28,749                 29,986
05-11-2019 12:37:16         28,749                 29,986
05-11-2019 12:37:31         28,749                 30,152
05-11-2019 12:37:46         28,749                 30,484
05-11-2019 12:38:01         28,749                 29,986
05-11-2019 12:38:16         28,686                 29,986
05-11-2019 12:38:31         28,686                 29,321
05-11-2019 12:38:46         28,686                 29,820
05-11-2019 12:39:01         28,686                 29,487
05-11-2019 12:39:16         28,686                 29,986
05-11-2019 12:39:31         28,686                 29,654
05-11-2019 12:39:46         28,686                 30,318
05-11-2019 12:40:01         28,686                 29,986
05-11-2019 12:40:16         28,686                 30,152
05-11-2019 12:40:31         28,686                 29,986
05-11-2019 12:40:46         28,686                 29,487
05-11-2019 12:41:01         28,624                 30,318
05-11-2019 12:41:16         28,624                 29,986
05-11-2019 12:41:31         28,624                 29,654
05-11-2019 12:41:46         28,624                 29,986
05-11-2019 12:42:01         28,624                 30,152
05-11-2019 12:42:16         28,624                 30,152
05-11-2019 12:42:31         28,624                 29,654
05-11-2019 12:42:46         28,624                 30,318
05-11-2019 12:43:01         28,624                 29,654
05-11-2019 12:43:16         28,624                 29,654
05-11-2019 12:43:31         28,624                 29,654
05-11-2019 12:43:46         28,624                 30,318
05-11-2019 12:44:01         28,624                 29,654
05-11-2019 12:44:16         28,624                 30,318
05-11-2019 12:44:31         28,624                 30,318
05-11-2019 12:44:46         28,624                 29,654
05-11-2019 12:45:01         28,562                 30,152
05-11-2019 12:45:16         28,562                 29,321
05-11-2019 12:45:31         28,562                 30,152
05-11-2019 12:45:46         28,562                 29,654
05-11-2019 12:46:01         28,562                 30,318
05-11-2019 12:46:16         28,562                 30,152
05-11-2019 12:46:31         28,562                 30,152
05-11-2019 12:46:46         28,562                 29,654
05-11-2019 12:47:01         28,562                 29,654
05-11-2019 12:47:16         28,562                 29,654
05-11-2019 12:47:31         28,562                 29,654
05-11-2019 12:47:46         28,562                 30,318
05-11-2019 12:48:01         28,562                 29,820
05-11-2019 12:48:16         28,562                 29,487
05-11-2019 12:48:31         28,562                 29,487
05-11-2019 12:48:46         28,562                 29,154
05-11-2019 12:49:01         28,499                 29,986
05-11-2019 12:49:16         28,499                 30,152
05-11-2019 12:49:31         28,499                 29,321
05-11-2019 12:49:46         28,499                 29,487
05-11-2019 12:50:01         28,499                 29,654
05-11-2019 12:50:16         28,499                 29,487
05-11-2019 12:50:31         28,499                 29,654
05-11-2019 12:50:46         28,499                 29,654
05-11-2019 12:51:01         28,499                 30,484
05-11-2019 12:51:16         28,499                 29,154
05-11-2019 12:51:31         28,499                 29,986
05-11-2019 12:51:46         28,437                 29,986
05-11-2019 12:52:01         28,437                 29,487
05-11-2019 12:52:16         28,437                 29,654
05-11-2019 12:52:31         28,437                 29,820
05-11-2019 12:52:46         28,437                 29,487
05-11-2019 12:53:01         28,437                 29,321
05-11-2019 12:53:16         28,437                 30,318
05-11-2019 12:53:31         28,437                 29,487
05-11-2019 12:53:46         28,437                 29,654
05-11-2019 12:54:01         28,437                 30,152
05-11-2019 12:54:16         28,437                 29,654
05-11-2019 12:54:31         28,437                 29,986
05-11-2019 12:54:46         28,374                 29,154
05-11-2019 12:55:01         28,374                 29,321
05-11-2019 12:55:16         28,374                 29,154
05-11-2019 12:55:31         28,374                 29,820
05-11-2019 12:55:46         28,374                 29,654
05-11-2019 12:56:01         28,374                 29,654
05-11-2019 12:56:16         28,374                 29,654
05-11-2019 12:56:31         28,374                 29,321
05-11-2019 12:56:46         28,374                 29,321
05-11-2019 12:57:01         28,374                 29,654
05-11-2019 12:57:16         28,374                 29,654
05-11-2019 12:57:31         28,374                 29,487
05-11-2019 12:57:46         28,374                 28,987
05-11-2019 12:58:01         28,374                 29,154
05-11-2019 12:58:16         28,312                 29,820
05-11-2019 12:58:31         28,312                 29,487
05-11-2019 12:58:46         28,312                 29,321
05-11-2019 12:59:01         28,312                 29,154
05-11-2019 12:59:16         28,312                 29,654
05-11-2019 12:59:31         28,312                 29,986
05-11-2019 12:59:46         28,312                 29,321
05-11-2019 13:00:01         28,312                 29,654
05-11-2019 13:00:16         28,312                 29,321
05-11-2019 13:00:31         28,312                 29,820
05-11-2019 13:00:46         28,312                 29,654
05-11-2019 13:01:01         28,312                 29,820
05-11-2019 13:01:16         28,312                 29,321
05-11-2019 13:01:31         28,312                 29,487
05-11-2019 13:01:46         28,312                 29,154
05-11-2019 13:02:01         28,312                 29,654
05-11-2019 13:02:16         28,312                 29,820
05-11-2019 13:02:31         28,312                 29,654
05-11-2019 13:02:46         28,312                 29,321
05-11-2019 13:03:01         28,312                 29,487
05-11-2019 13:03:16         28,312                 29,321
05-11-2019 13:03:31         28,312                 29,321
05-11-2019 13:03:46         28,312                 29,321
05-11-2019 13:04:01         28,312                 29,654
05-11-2019 13:04:16         28,312                 29,487
05-11-2019 13:04:31         28,312                 29,654
05-11-2019 13:04:46         28,312                 29,321
05-11-2019 13:05:01         28,312                 29,154
05-11-2019 13:05:16         28,312                 29,321
05-11-2019 13:05:31         28,312                 29,986
05-11-2019 13:05:46         28,312                 29,154
05-11-2019 13:06:01         28,312                 29,986
05-11-2019 13:06:16         28,312                 29,154
05-11-2019 13:06:31         28,312                 28,987
05-11-2019 13:06:46         28,249                 29,654
05-11-2019 13:07:01         28,312                 29,154
05-11-2019 13:07:16         28,249                 29,154
05-11-2019 13:07:31         28,249                 28,987
05-11-2019 13:07:46         28,249                 29,321
05-11-2019 13:08:01         28,249                 29,321
05-11-2019 13:08:16         28,249                 28,987
05-11-2019 13:08:31         28,249                 28,987
05-11-2019 13:08:46         28,249                 29,321
05-11-2019 13:09:01         28,249                 29,154
05-11-2019 13:09:16         28,312                 29,487
05-11-2019 13:09:31         28,312                 29,321
05-11-2019 13:09:46         28,312                 29,820
05-11-2019 13:10:01         28,312                 29,321
05-11-2019 13:10:16         28,312                 29,487
05-11-2019 13:10:31         28,312                 29,654
05-11-2019 13:10:46         28,249                 29,321
05-11-2019 13:11:01         28,249                 29,487
05-11-2019 13:11:16         28,312                 29,654
05-11-2019 13:11:31         28,312                 29,321
05-11-2019 13:11:46         28,312                 29,154
05-11-2019 13:12:01         28,312                 29,321
05-11-2019 13:12:16         28,312                 28,987
05-11-2019 13:12:31         28,249                 28,820
05-11-2019 13:12:46         28,249                 29,154
05-11-2019 13:13:01         28,249                 29,321
05-11-2019 13:13:16         28,249                 29,654
05-11-2019 13:13:31         28,312                 30,152
05-11-2019 13:13:46         28,312                 29,487
05-11-2019 13:14:01         28,312                 29,820
05-11-2019 13:14:16         28,312                 29,654
05-11-2019 13:14:31         28,312                 29,154
05-11-2019 13:14:46         28,312                 29,487
05-11-2019 13:15:01         28,312                 29,321
05-11-2019 13:15:16         28,374                 29,820
05-11-2019 13:15:31         28,374                 29,321
05-11-2019 13:15:46         28,374                 29,654
05-11-2019 13:16:01         28,374                 29,654
05-11-2019 13:16:16         28,312                 29,986
05-11-2019 13:16:31         28,312                 29,487
05-11-2019 13:16:46         28,312                 29,654
05-11-2019 13:17:01         28,312                 29,487
05-11-2019 13:17:16         28,312                 28,987
05-11-2019 13:17:31         28,312                 29,487
05-11-2019 13:17:46         28,374                 29,321
05-11-2019 13:18:01         28,374                 29,321
05-11-2019 13:18:16         28,374                 29,487
05-11-2019 13:18:31         28,374                 29,487
05-11-2019 13:18:46         28,374                 29,154
05-11-2019 13:19:01         28,374                 29,487
05-11-2019 13:19:16         28,374                 29,154
05-11-2019 13:19:31         28,374                 29,654
05-11-2019 13:19:46         28,374                 29,321
05-11-2019 13:20:01         28,374                 29,154
05-11-2019 13:20:16         28,374                 29,820
05-11-2019 13:20:31         28,374                 28,987
05-11-2019 13:20:46         28,374                 29,321
05-11-2019 13:21:01         28,374                 29,154
05-11-2019 13:21:16         28,312                 29,654
05-11-2019 13:21:31         28,312                 29,154
05-11-2019 13:21:46         28,312                 28,987
05-11-2019 13:22:01         28,312                 28,820
05-11-2019 13:22:16         28,374                 31,808
